filiacao,familiares,familiares_quais,motivacao,tempo_existencia,peso_escolha,qualidade_programa,qualidade_lideres_nacionais,qualidade_lideres_regionais,bancadas_congresso,bancadas_estaduais_municipais,agenda_partido,agricultura_pecuária,educação,esportes_lazer,infraestrutura_urbana,saude,trabalho_emprego,transportes_publicos,artes_cultura,ciencia_tecnologia_inovacao,combate_homofobia,combate_racismo,igualdade_genero,meio_ambiente,representacao_mulheres_política,atividades_partido,atividades_formacao_politica,atuacao_campanhas_eleitorais,atuacao_campanhas_filiacao,cargos_administracao,concorrer_eleicao,cargos_pretende_concorrer,experiencia_importante,experiencia_comentario,idade,renda_familiar_mensal,escolaridade,area_formacao,religiao,situacao_ocupacional,setor_ocupacao,cor_raca,local_residencia,regiao_residencia,partido,espectro,materialista,pos_materialista,agenda,filiacao_familiar,filiacao_estudantil,filiacao_social,interior,metropolitana,capital,influencia_filiacao,espectro_binario,sexo,ponderacao
3,2,1,9,1,3,5,5,5,5,5,5,2,5,2,5,5,5,5,2,4,3,3,4,2,4,5,10,4,5,3,3,3,3,1,3,5,3,1,3,2,5,5,1,2,29,25,4.5,3,1,0,0,1,0,0,1,3,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,2,5,2,5,5,5,5,5,4,4,4,4,2,4,25,10,4,5,1,1,1,3,1,3,2,5,1,3,2,3,4,1,4,29,25,4.5,3625,1,0,0,1,0,0,1,3,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,1,5,5,5,5,3,5,30,10,4,5,3,3,3,3,1,3,5,4,6,5,2,3,5,1,5,29,25,4.333333333333333,3875,1,0,0,1,0,0,1,3,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,4,5,29,10,4,5,1,1,1,3,1,3,2,3,1,5,2,3,4,1,4,29,25,4.333333333333333,3875,1,0,0,1,0,0,1,3,1,1,708
4,2,1,4,1,3,5,5,5,5,5,5,4,5,2,4,5,5,4,3,3,3,3,3,3,3,3,10,4,5,2,2,1,7,59,3,4,6,1,6,1,1,2,1,2,7,25,4.5,2875,1,0,0,0,0,0,1, ,1,1,708
4,2,1,4,1,3,5,5,5,5,5,5,1,5,1,4,4,5,4,3,3,3,3,3,3,3,46,10,4,5,2,2,1,7,40,3,2,5,1,6,2,5,2,1,5,7,25,3.8333333333333335,2.75,1,0,0,0,0,0,1, ,1,1,708
4,2,1,4,1,3,5,5,5,5,5,5,1,5,1,4,4,5,4,3,3,3,3,3,3,3,36,10,4,5,2,2,1,7,1,3,2,6,1,6,3,1,2,1,2,7,25,3.8333333333333335,2.75,1,0,0,0,0,0,1, ,1,1,708
2,2,1,17,3,1,5,5,5,5,5,5,4,5,2,4,5,5,5,2,3,1,1,1,1,1,4,34,1,1,1,1,1,3,50,2,6,6,1,5,4,1,2,1,4,9,30,4.666666666666667,1.5,1,0,1,0,0,0,1,2,1,1,708
2,2,1,21,3,1,5,5,5,5,5,5,2,5,1,3,5,5,4,2,3,1,1,1,1,1,1,29,1,1,3,3,8,3,74,2,6,2,1,4,1,1,4,1,2,18,30,4,1375,1,0,1,0,0,0,1,2,1,1,708
3,2,1,12,3,3,5,5,5,5,5,5,3,5,3,5,5,5,5,3,5,5,5,5,5,5,4,27,1,3,1,1,1,3,18,2,6,6,1,6,3,1,4,1,4,14,30,4.666666666666667,4.5,1,0,0,1,0,0,1,3,1,1,708
4,2,1,22,3,1,5,5,5,5,5,5,5,5,1,3,4,5,4,1,3,1,1,1,1,1,1,34,1,1,3,3,3,7,1,2,4,2,1,2,4,1,2,1,5,23,30,4.333333333333333,1.25,1,0,0,0,0,0,1, ,1,1,708
5,3,3,22,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,2,4,3,3,3,3,3,48,2,1,1,2,2,1,7,1,2,6,4,3,3,2,5,2,1,4,15,30,4.333333333333333,2875,1,1,0,0,0,0,1,1,1,1,708
6,2,1,4,1,3,5,5,5,5,5,5,5,5,2,3,5,5,4,3,3,3,3,3,3,3,3,32,1,1,2,2,1,7,1,3,3,6,1,3,4,1,5,1,2,15,30,4.5,2875,1,0,0,0,0,0,1, ,1,1,708
6,2,1,9,1,3,5,5,5,5,5,5,1,5,1,4,5,5,4,3,3,3,3,3,3,3,40,10,1,1,2,2,1,7,1,3,2,6,1,5,4,1,2,1,4,15,30,4,2.75,1,0,0,0,0,0,1, ,1,1,708
3,2,1,9,2,1,5,5,5,5,5,5,2,5,3,5,5,5,5,3,3,3,3,5,3,5,4,20,1,5,1,1,1,3,44,2,5,2,1,2,4,1,4,1,4,10,35,4.5,3.5,1,0,0,1,0,0,1,3,1,1,708
6,2,1,20,2,1,5,5,3,2,5,5,5,5,3,5,5,5,5,3,3,3,3,5,3,5,4,36,1,1,2,2,1,2,45,1,5,1,1,6,4,1,4,1,4,10,35,5,3.5,1,0,0,0,0,0,1, ,1,1,708
6,2,1,4,3,1,5,5,5,5,5,5,5,5,1,4,5,5,4,1,3,1,1,1,1,1,7,8,4,5,2,2,1,7,61,2,3,6,1,2,3,1,2,1,2,32,35,4.666666666666667,1.25,1,0,0,0,0,0,1, ,1,1,708
2,2,1,4,3,3,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,14,15,6,8,1,1,1,3,26,3,4,6,1,1,1,1,4,2,4,6,10,4.5,4.75,2,0,1,0,1,0,0,2,1,1,708
2,2,1,10,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,34,1,1,3,3,3,3,107,1,4,2,1,5,4,1,2,2,2,28,10,5,5, ,0,1,0,1,0,0,2,1,1,708
4,2,1,6,3,3,5,5,3,3,5,5,1,5,1,3,5,5,3,3,4,5,5,5,3,5,28,8,4,5,1,1,1,7,1,3,3,2,1,5,2,5,4,2,1,5,15,3.6666666666666665,3875,2,0,0,0,1,0,0, ,1,1,708
4,2,1,4,3,1,5,5,5,5,5,5,5,5,1,4,5,5,5,1,1,1,1,1,1,1,42,34,4,5,3,3,8,7,1,2,5,2,1,6,4,1,1,2,5,5,15,4.833333333333333,1,1,0,0,0,1,0,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,2,5,3,4,5,5,5,5,5,5,5,5,5,5,3,34,1,1,1,1,1,3,100,2,5,5,1,6,3,1,4,2,4,27,15,4.333333333333333,4.75,2,0,0,0,1,0,0, ,1,1,708
6,2,1,4,2,3,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,6,27,4,5,1,1,1,3,5,1,5,2,1,6,4,1,2,2,1,27,15,4.333333333333333,5,2,0,0,0,1,0,0, ,1,1,708
6,2,1,10,3,3,5,5,5,5,5,5,2,5,2,5,5,5,5,3,5,5,5,5,5,5,1,35,1,1,2,2,1,3,49,2,5,2,1,6,3,1,4,2,5,27,15,4.5,4375,1,0,0,0,1,0,0, ,1,1,708
2,2,1,6,3,3,5,5,5,5,5,5,2,5,2,5,5,5,5,2,5,2,2,2,3,3,37,7,1,1,2,2,1,3,1,3,6,5,1,7,3,1,1,2,3,21,25,4.5,2625,1,0,1,0,1,0,0,2,1,1,708
2,2,1,4,3,3,5,5,5,5,5,5,3,5,3,5,5,5,5,2,4,3,3,3,3,3,36,22,1,1,1,1,1,3,1,2,5,6,1,5,3,1,1,2,1,21,25,4.666666666666667,3,1,0,1,0,1,0,0,2,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,3,3,3,2,3,22,10,4,5,2,2,1,7,86,3,4,6,1,6,3,1,5,2,2,29,25,4.333333333333333,2625,1,0,0,1,1,0,0,3,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,3,3,3,3,3,3,3,22,10,4,5,1,1,1,3,91,2,4,6,1,6,3,1,4,2,5,29,25,4.333333333333333,2.75,1,0,0,1,1,0,0,3,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,3,4,3,3,4,1,4,28,10,6,8,3,3,8,7,1,3,6,5,1,3,2,5,4,2,4,29,25,4.333333333333333,2875,1,0,0,1,1,0,0,3,1,1,708
3,2,1,25,1,3,2,5,5,5,5,5,2,5,2,5,5,5,5,2,4,3,4,4,2,4,22,10,4,5,3,3,4,3,1,3,2,6,1,5,2,3,5,2,4,29,25,4.5,3125,1,0,0,1,1,0,0,3,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,2,5,28,10,4,5,3,3,2,3,1,2,3,1,1,5,4,1,3,2,3,29,25,4.333333333333333,3625,1,0,0,1,1,0,0,3,1,1,708
3,2,1,9,1,3,5,5, ,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,3,5,22,10,4,5,2,2,1,3,1,2,5,5,1,5,3,1,5,2,3,29,25,4.333333333333333,3.75,1,0,0,1,1,0,0,3,1,1,708
4,2,1,5,3,3,5,5,5,5,5,5,1,5,1,4,5,5,3,1,4,3,3,3,2,3,28,8,4,5,3,3,8,7,1,2,2,2,1,3,4,1,2,2,5,7,25,3.8333333333333335,2.5,1,0,0,0,1,0,0, ,1,1,708
4,2,1,7,3,3,5,5,5,5,5,5,1,5,2,4,5,5,4,3,3,3,3,3,3,4,4,8,4,5,1,1,1,7,1,3,5,2,1,5,3,1,4,2,2,7,25,4,3,1,0,0,0,1,0,0, ,1,1,708
6,2,1,9,3,1,5,5,5,5,5,5,2,5,3,4,4,4,4,3,5,3,3,3,3,3,3,3,1,1,3,3,10,7,1,2,5,5,1,4,3,1,4,2,4,21,25,3.8333333333333335,3.25,1,0,0,0,1,0,0, ,1,1,708
6,2,1,9,3,3,5,5,5,5,5,5,2,5,2,5,5,5,5,3,4,3,3,3,3,3,4,30,4,5,3,3,8,7,1,1,4,2,1,6,4,1,5,2,2,29,25,4.5,3,1,0,0,0,1,0,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,2,5,2,4,5,5,5,4,4,4,4,4,2,3,40,30,4,5,3,3,2,7,1,2,2,2,1,6,1,1,5,2,2,29,25,4.333333333333333,3375,1,0,0,0,1,0,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,3,3,3,3,2,2,4,35,4,5,3,3,8,7,8,3,4,2,1,3,4,1,4,2,4,29,25,4.333333333333333,2.25,1,0,0,0,1,0,0, ,1,1,708
6,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,3,4,3,3,4,3,4,22,10,4,5,1,1,1,3,1,3,3,2,1,6,1,1,5,2,2,29,25,4.333333333333333,3125,1,0,0,0,1,0,0, ,1,1,708
2,2,1,4,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,3,4,1,1,1,3,2,1,30,1,1,1,1,1,3,29,1,2,2,1,6,3,1,4,2,2,9,30,4.666666666666667,2.25,1,0,1,0,1,0,0,2,1,1,708
4,2,1,9,2,1,5,5,5,5,5,5,4,5,1,1,5,4,4,2,2,2,2,2,2,2,13,30,4,5,2,2,1,3,1,2,6,5,1,5,1,1,4,2,5,23,30,3.8333333333333335,1875,1,0,0,0,1,0,0, ,1,1,708
4,2,1,22,3,1,5,5,5,5,5,5,5,5,1,3,4,5,4,1,3,1,1,1,1,1,1,34,1,1,3,3,4,7,1,3,4,6,1,4,4,1,4,2,4,23,30,4.333333333333333,1.25,1,0,0,0,1,0,0, ,1,1,708
4,2,1,16,3,1,5,5,5,5,5,5,3,5,1,4,5,5,5,1,3,1,1,1,1,1,10,34,4,5,3,3,4,7,60,3,3,6,1,3,4,1,2,2,4,23,30,4.5,1.25,1,0,0,0,1,0,0, ,1,1,708
4,2,1,20,2,1,5,5,5,5,5,5,4,5,1,4,5,5,5,1,3,1,1,1,1,1,10,34,1,1,2,2,1,7,1,1,3,1,1,2,4,1,1,2,4,23,30,4.666666666666667,1.25,1,0,0,0,1,0,0, ,1,1,708
4,2,1,4,2,1,5,5,5,5,5,5,4,5,3,3,4,5,4,2,4,2,2,2,2,2,6,34,1,1,2,2,1,7,1,1,3,5,1,3,4,1,4,2,4,23,30,4.166666666666667,2375,1,0,0,0,1,0,0, ,1,1,708
4,2,1,5,2,1,5,4,4,4,5,5,3,5,2,4,4,5,4,2,3,2,2,2,2,2,6,30,1,1,1,1,1,7,1,3,4,6,1,3,1,1,3,2,1,23,30,4.166666666666667,2125,1,0,0,0,1,0,0, ,1,1,708
6,2,1,4,3,1,5,5,5,5,5,5,3,5,3,4,5,5,5,3,3,3,3,3,3,3,4,30,4,5,1,1,1,6,1,2,5,2,1,6,1,1,4,2,1,15,30,4.5,3,1,0,0,0,1,0,0, ,1,1,708
6,2,1,20,2,1,5,5,5,5,5,5,3,5,2,4,5,5,3,1,3,1,1,2,1,2,14,30,4,5,2,2,1,2,1,2,5,2,1,3,1,1,4,2,2,23,30,4.166666666666667,1625,1,0,0,0,1,0,0, ,1,1,708
3,2,1,19,3,1,5,5,5,5,5,5,3,5,2,5,5,5,5,2,3,3,3,3,3,3,3,32,1,1,3,3,8,7,62,3,2,4,6,3,1,1,4,2,1,32,35,4.666666666666667,2.75,1,0,0,1,1,0,0,3,1,1,708
2,2,1,4,3,3,5,5,5,5,5,5,3,5,3,4,5,5,5,3,4,3,3,3,3,3,40,3,1,1,2,2,1,3,1,3,2,6,1,5,1,1,3,3,3,21,25,4.5,3125,1,0,1,0,0,0,0,2,1,1,708
4,2,1,4,3,3,5,5,5,5,5,5,1,5,2,3,4,5,4,2,3,4,4,4,2,3,10,34,4,5,1,1,1,7,1,2,4,6,1,5,4,1,5,3,2,7,25,3.6666666666666665,3,1,0,0,0,0,0,0, ,1,1,708
6,2,1,9,3,3,5,5,5,5,5,5,1,5,3,5,5,5,5,4,5,5,5,5,5,5,20,35,1,1,3,3,8,7,41,3,4,5,1,6,2,5,5,3,5,29,25,4.333333333333333,4625,2,0,0,0,0,0,0, ,1,1,708
2,2,1,17,3,1,5,5,5,5,5,5,3,5,1,4,5,5,5,1,3,1,1,1,1,1,4,29,1,1,1,1,1,3,83,1,4,2,1,5,4,1,2,3,3,9,30,4.5,1.25,1,0,1,0,0,0,0,2,1,1,708
2,2,1,4,3,3,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,9,35,2,3,1,1,1,3,99,3,6,5,1,6,3,1,5,4,4,4,15,4.5,4875,2,0,1,0,0,1,0,2,1,1,708
4,2,1,4,3,3,5,5,5,5,5,5,1,5,3,4,5,5,4,3,3,3,3,4,2,4,1,12,4,5,3,3,2,7,1,2,6,2,1,6,2,4,4,4,2,5,15,4,3125,1,0,0,0,0,1,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,1,5,1,2,5,5,5,3,4,5,5,5,3,5,1,19,4,5,3,3,11,7,76,3,4,6,1,6,3,1,4,4,2,5,15,3.8333333333333335,3875,2,0,0,0,0,1,0, ,1,1,708
6,2,1,10,3,3,5,5,5,5,5,5,1,5,3,5,5,5,5,3,5,5,5,5,5,5,4,35,4,3,2,2,1,3,94,3,5,6,1,6,3,1,2,4,4,27,15,4.333333333333333,4.5,2,0,0,0,0,1,0, ,1,1,708
6,2,1,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,22,6,8,2,2,1,3,10,2,6,2,1,6,4,1,4,4,3,27,15,5,5, ,0,0,0,0,1,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,1,5,1,4,5,4,4,1,3,1,5,5,3,5,4,8,1,1,1,1,1,3,1,3,4,6,1,6,1,1,2,4,2,5,15,3.8333333333333335,3,1,0,0,0,0,1,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,5,5,5,3,3,3,3,3,3,5,13,10,4,5,2,2,1,3,1,3,4,2,1,6,2,5,4,4,3,5,15,4,3,1,0,0,0,0,1,0, ,1,1,708
1,3,5,1,3,2,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,1,3,3,3,3,28,15,6,8,3,3,13,7,56,3,6,6,1,4,1,1,2,4,2,21,25,4.333333333333333,2.5,1,0,0,0,0,1,0, ,1,1,708
2,2,1,6,3,3,5,5,5,5,5,5,2,5,2,4,5,5,5,4,4,4,4,4,3,4,6,6,4,5,2,2,1,3,1,2,6,6,1,5,4,1,1,4,5,21,25,4.333333333333333,3625,1,0,1,0,0,1,0,2,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,2,4,3,3,4,2,4,28,10,4,5,2,2,1,7,1,3,5,3,1,3,2,3,5,4,4,29,25,4.333333333333333,3,1,0,0,1,0,1,0,3,1,1,708
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,1,5,32,10,4,5,3,3,4,3,1,3,4,6,1,5,3,1,3,4,5,29,25,4.333333333333333,3.5,1,0,0,1,0,1,0,3,1,1,708
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,4,5,4,1,3,3,3,3,1,3,4,8,4,5,2,2,1,7,1,3,5,2,1,6,3,1,4,4,4,7,25,3.6666666666666665,2.25,1,0,0,0,0,1,0, ,1,1,708
4,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,3,3,3,3,3,3,3,32,10,4,5,1,1,1,3,7,3,4,5,1,6,2,5,5,4,4,29,25,4.333333333333333,2.75,1,0,0,0,0,1,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,2,5,2,5,5,5,5,1,4,3,3,3,2,3,16,15,4,5,3,3,8,7,118,2,4,2,1,6,3,1,2,4,2,7,25,4.5,2625,1,0,0,0,0,1,0, ,1,1,708
6,2,1,20,2,3,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,37,1,1,1,1,1,1,2,54,2,5,6,1,4,3,1,4,4,3,35,25,4.833333333333333,4.75,1,0,0,0,0,1,0, ,1,1,708
2,2,1,6,3,1,5,5,5,5,5,5,2,5,2,4,5,5,5,1,2,2,2,2,2,2,7,32,1,1,1,1,1,3,19,3,2,4,4,3,2,4,4,4,4,9,30,4.333333333333333,1875,1,0,1,0,0,1,0,2,1,1,708
2,2,1,21,3,1,5,5,5,5,5,5,3,5,1,2,3,5,4,2,2,1,1,1,2,2,14,15,6,8,3,3,8,3,72,2,4,6,1,2,4,1,4,4,2,18,30,3.6666666666666665,1.5,1,0,1,0,0,1,0,2,1,1,708
3,2,1,4,3,1,5,5,5,5,5,5,4,5,3,5,5,5,5,1,4,2,2,2,3,2,4,23,4,5,3,3,8,3,104,2,6,4,6,5,2,5,4,4,3,9,30,4.833333333333333,2375,1,0,0,1,0,1,0,3,1,1,708
3,2,1,15,3,3,5,5,3,4,5,5,2,5,3,5,5,5,5,3,3,3,3,3,3,3,7,35,3,3,3,3,7,3,98,2,2,4,4,5,2,3,2,4,2,14,30,4.5,3,1,0,0,1,0,1,0,3,1,1,708
4,2,1,4,3,1,5,5,5,5,5,5,3,5,1,5,5,5,5,2,3,2,2,2,2,2,1,29,3,3,3,3,8,3,119,1,6,2,1,2,4,1,4,4,3,18,30,4.666666666666667,2,1,0,0,0,0,1,0, ,1,1,708
4,3,5,22,3,1,5,5,5,5,5,5,5,5,1,3,4,4,4,1,1,1,1,1,1,1,3,34,1,1,1,1,1,3,1,2,5,6,1,3,1,1,5,4,3,23,30,4.166666666666667,1,1,0,0,0,0,1,0, ,1,1,708
6,2,1,9,3,3,5,5,5,5,5,5,1,5,2,5,5,5,5,3,4,4,4,4,3,3,43,33,3,3,3,3,10,7,1,2,2,5,1,6,1,1,4,4,2,15,30,4.333333333333333,3375,1,0,0,0,0,1,0, ,1,1,708
6,2,1,4,3,3,5,5,5,5,5,5,2,5,2,4,5,5,5,2,4,3,3,3,3,3,6,23,4,5,3,3,8,7,16,1,5,2,1,6,4,1,4,4,2,15,30,4.333333333333333,2875,1,0,0,0,0,1,0, ,1,1,708
3,2,1,4,3,1,5,5,5,5,5,5,2,5,1,5,2,5,5,2,3,3,3,3,3,3,3,30,1,1,3,3,7,7,48,3,6,4,5,3,2,5,4,4,4,32,35,4,2625,1,0,0,1,0,1,0,3,1,1,708
3,2,1,4,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,2,3,2,2,2,3,2,3,2,1,1,3,3,7,7,48,1,5,2,1,5,4,1,4,4,4,32,35,4.666666666666667,2375,1,0,0,1,0,1,0,3,1,1,708
4,2,1,20,3,1,5,5,5,5,5,5,3,5,3,4,5,5,5,2,4,1,1,1,1,1,2,2,3,3,3,3,7,3,11,3,2,4,4,4,4,1,2,1,3,12,45,4.5,1.75,1,0,0,0,0,0,1, ,2,1,0.9643
2,3,4,4,3,1,5,5,5,5,5,5,5,5,3,3,5,5,5,3,3,3,3,3,1,3,6,20,1,1,2,2,1,3,1,2,5,6,1,2,3,1,2,1,2,17,50,4.666666666666667,2.75,1,0,1,0,0,0,1,2,2,1,0.9643
2,3,5,4,3,1,5,5,5,5,5,5,3,5,2,4,5,5,5,2,2,2,2,2,2,2,3,22,1,1,3,3,7,7,47,3,5,3,1,3,2,4,4,1,4,19,50,4.5,2,1,0,1,0,0,0,1,2,2,1,0.9643
3,2,1,9,1,1,5,5,5,5,5,5,2,5,1,4,5,5,4,2,2,2,2,2,2,2,37,8,1,1,2,2,1,6,1,1,6,5,1,4,3,1,2,1,2,16,50,4.166666666666667,1875,1,0,0,1,0,0,1,3,2,1,0.9643
4,2,1,4,1,3,5,5,5,5,5,5,5,5,2,4,5,5,4,3,3,3,3,3,3,3,23,10,1,1,2,2,1,7,1,2,2,4,3,5,1,1,2,1,2,2,50,4.666666666666667,2875,1,0,0,0,0,0,1, ,2,1,0.9643
4,2,1,22,1,2,5,5,5,5,5,5,5,5,2,2,5,5,4,2,3,2,2,2,2,2,3,32,1,1,2,2,1,7,1,2,2,5,1,5,1,1,2,1,4,2,50,4.333333333333333,2125,1,0,0,0,0,0,1, ,2,1,0.9643
4,2,1,4,3,1,5,5,5,5,5,5,5,5,1,3,4,5,3,1,1,1,1,1,1,1,7,34,1,1,1,1,1,7,1,1,3,6,1,4,4,1,1,1,5,16,50,4.166666666666667,1,1,0,0,0,0,0,1, ,2,1,0.9643
