filiacao,familiares,familiares_quais,motivacao,tempo_existencia,peso_escolha,qualidade_programa,qualidade_lideres_nacionais,qualidade_lideres_regionais,bancadas_congresso,bancadas_estaduais_municipais,agenda_partido,agricultura_pecuária,educação,esportes_lazer,infraestrutura_urbana,saude,trabalho_emprego,transportes_publicos,artes_cultura,ciencia_tecnologia_inovacao,combate_homofobia,combate_racismo,igualdade_genero,meio_ambiente,representacao_mulheres_política,atividades_partido,atividades_formacao_politica,atuacao_campanhas_eleitorais,atuacao_campanhas_filiacao,cargos_administracao,concorrer_eleicao,cargos_pretende_concorrer,experiencia_importante,experiencia_comentario,idade,renda_familiar_mensal,escolaridade,area_formacao,religiao,situacao_ocupacional,setor_ocupacao,cor_raca,local_residencia,regiao_residencia,partido,espectro,materialista,pos_materialista,agenda,filiacao_familiar,filiacao_estudantil,filiacao_social,interior,metropolitana,capital,influencia_filiacao,espectro_binario,sexo,ponderacao
4,2,1,16,1,1,5,5,5,5,5,5,3,5,2,4,5,4,4,1,3,1,1,1,1,1,37,5,1,1,2,2,1,7,1,2,6,6,1,5,1,1,2,1,2,17,50,4.166666666666667,1375,1,0,0,0,0,0,1, ,2,1,0.9643
4,2,1,4,3,1,5,5,5,5,5,5,3,5,1,4,5,5,5,1,1,1,1,1,1,1,1,29,1,1,1,1,1,6,116,2,5,6,1,2,4,1,5,1,2,31,50,4.5,1,1,0,0,0,0,0,1, ,2,1,0.9643
5,3,5,20,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,1,1,14,34,4,3,3,3,4,7,1,2,2,4,6,5,3,1,2,1,1,2,50,5,1.25,1,1,0,0,0,0,1,1,2,1,0.9643
5,3,3,22,3,1,5,5,5,5,5,5,5,5,3,3,5,5,3,3,3,2,3,3,1,3,39,29,3,3,3,3,3,3,52,2,5,4,4,2,3,1,1,1,4,16,50,4.333333333333333,2625,1,1,0,0,0,0,1,1,2,1,0.9643
5,3,2,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,3,3,3,3,40,2,1,1,2,2,1,3,1,3,5,5,1,2,1,1,2,1,4,17,50,5,2.5,1,1,0,0,0,0,1,1,2,1,0.9643
5,3,2,22,2,1,5,5,5,5,5,5,5,5,1,2,3,5,5,2,3,2,2,2,1,3,23,32,1,1,2,2,1,3,1,3,6,5,1,3,1,1,2,1,4,17,50,4.166666666666667,2,1,1,0,0,0,0,1,1,2,1,0.9643
6,2,1,1,3,2,5,5,5,5,5,5,2,5,2,4,5,5,5,3,4,1,2,3,3,5,46,32,1,1,3,3,11,3,1,1,2,5,1,4,4,1,2,1,5,22,55,4.333333333333333,2875,1,0,0,0,0,0,1, ,2,1,0.9643
6,2,1,1,3,2,5,5,5,5,5,5,3,5,2,5,5,5,5,2,3,1,3,3,2,3,37,29,1,1,3,3,11,3,1,1,5,2,1,4,4,1,1,1,4,22,55,4.666666666666667,2375,1,0,0,0,0,0,1, ,2,1,0.9643
6,2,1,1,3,2,5,5,5,5,5,5,2,5,1,4,5,5,5,1,3,1,3,3,2,3,51,32,1,1,3,3,11,3,1,2,5,4,4,4,1,1,1,1,4,22,55,4.333333333333333,2125,1,0,0,0,0,0,1, ,2,1,0.9643
2,2,1,17,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,2,2,2,3,29,4,5,2,2,1,6,30,2,5,2,1,2,4,1,4,2,2,12,45,5,2.75,1,0,1,0,1,0,0,2,2,1,0.9643
4,2,1,4,1,1,5,5,5,5,5,5,5,5,1,4,5,5,5,1,3,1,1,1,1,1,12,29,1,1,2,2,1,7,1,3,3,6,1,5,3,1,3,2,1,2,50,4.833333333333333,1.25,1,0,0,0,1,0,0, ,2,1,0.9643
4,2,1,4,1,2,5,5,5,5,5,5,5,5,1,5,5,5,4,1,3,1,1,1,1,1,3,32,1,1,2,2,1,7,1,2,4,2,1,2,4,1,3,2,3,2,50,4.833333333333333,1.25,1,0,0,0,1,0,0, ,2,1,0.9643
4,2,1,22,1,2,5,5,5,5,5,5,5,5,1,4,5,5,4,1,1,1,1,1,1,1,15,34,4,5,3,3,2,7,1,2,4,2,1,2,3,1,2,2,1,17,50,4.666666666666667,1,1,0,0,0,1,0,0, ,2,1,0.9643
4,2,1,22,3,2,5,5,5,5,5,5,5,5,1,4,5,5,4,1,1,1,1,1,1,1,4,34,1,1,3,3,4,7,1,2,5,2,1,5,3,1,4,2,5,17,50,4.666666666666667,1,1,0,0,0,1,0,0, ,2,1,0.9643
4,2,1,22,3,2,5,5,5,5,5,5,5,5,1,4,4,4,4,1,1,1,1,1,1,1,49,34,1,1,1,1,1,7,1,3,4,6,1,2,3,1,4,2,2,17,50,4.333333333333333,1,1,0,0,0,1,0,0, ,2,1,0.9643
4,2,1,22,3,1,5,5,3,3,5,5,5,5,1,3,5,5,5,1,3,1,1,1,1,1,15,34,1,1,1,1,1,7,1,2,3,6,1,3,4,1,1,2,5,17,50,4.666666666666667,1.25,1,0,0,0,1,0,0, ,2,1,0.9643
4,2,1,16,3,1,5,5,5,5,5,5,3,5,1,5,5,5,5,2,2,2,2,2,2,2,1,32,1,1,1,1,1,3,108,3,5,3,1,4,3,1,5,2,2,31,50,4.666666666666667,1875,1,0,0,0,1,0,0, ,2,1,0.9643
5,3,2,22,3,1,5,5,5,5,5,5,2,5,1,5,5,5,5,2,4,1,3,3,3,3,36,34,1,1,1,1,1,3,48,3,4,6,1,4,3,1,3,2,1,16,50,4.5,2.5,1,1,0,0,1,0,0,1,2,1,0.9643
5,3,3,22,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,2,3,1,3,3,1,3,36,32,1,1,3,3,8,3,58,2,2,5,1,2,4,1,1,2,4,16,50,4.666666666666667,2375,1,1,0,0,1,0,0,1,2,1,0.9643
5,3,5,22,3,1,5,5,5,5,5,5,4,5,1,4,5,5,4,1,1,1,1,1,1,1,1,29,1,1,3,3,3,7,1,2,5,2,1,2,4,1,4,2,1,16,50,4.5,1,1,1,0,0,1,0,0,1,2,1,0.9643
5,3,5,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,1,1,13,34,4,5,3,3,4,3,1,1,3,6,1,4,4,1,1,2,2,16,50,5,1.25,1,1,0,0,1,0,0,1,2,1,0.9643
5,3,3,22,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,3,36,1,1,3,3,13,7,115,3,6,3,1,2,4,1,2,2,2,26,50,5,1,1,1,0,0,1,0,0,1,2,1,0.9643
5,3,5,2,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,3,3,3,1,29,1,1,3,3,8,7,101,3,6,3,1,2,2,2,4,2,4,26,50,5,2,1,1,0,0,1,0,0,1,2,1,0.9643
6,2,1,1,3,2,5,5,5,5,5,5,2,5,3,5,5,4,4,2,4,1,3,3,3,3,45,32,1,1,3,3,11,3,1,2,6,6,1,4,4,1,1,2,4,22,55,4.166666666666667,2.75,1,0,0,0,1,0,0, ,2,1,0.9643
4,2,1,4,3,2,5,5,5,5,5,5,5,5,1,4,5,5,5,2,4,1,1,1,1,1,50,34,4,5,1,1,1,1,79,2,2,4,4,7,3,1,5,3,2,2,50,4.833333333333333,1.5,1,0,0,0,0,0,0, ,2,1,0.9643
4,2,1,20,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,1,1,1,1,3,1,3,1,20,1,1,1,1,1,3,119,2,6,2,1,4,4,1,4,3,5,31,50,4.666666666666667,1.75,1,0,0,0,0,0,0, ,2,1,0.9643
2,2,1,4,3,2,5,5,3,2,5,5,3,5,1,5,5,5,5,1,3,1,1,1,1,1,3,29,3,3,3,3,11,6,70,3,4,6,1,4,4,1,2,3,5,20,55,4.666666666666667,1.25,1,0,1,0,0,0,0,2,2,1,0.9643
4,2,1,1,3,2,5,3,3,5,5,5,2,5,1,5,5,5,5,1,3,1,1,1,1,1,4,29,3,3,3,3,7,6,64,3,4,2,1,4,4,1,5,3,4,20,55,4.5,1.25,1,0,0,0,0,0,0, ,2,1,0.9643
1,3,3,22,3,1,5,5,5,5,5,5,3,5,2,5,5,5,5,2,3,1,2,4,2,3,1,32,1,1,3,3,7,3,48,2,5,5,1,5,1,1,4,4,2,19,50,4.666666666666667,2375,1,0,0,0,0,1,0, ,2,1,0.9643
1,3,3,2,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,1,1,1,2,3,1,36,1,1,3,3,10,7,58,1,6,2,1,2,4,1,2,4,1,26,50,5,1.75,1,0,0,0,0,1,0, ,2,1,0.9643
2,2,1,16,3,1,5,5,5,5,5,5,2,5,3,5,5,5,5,2,5,1,1,1,5,1,3,1,3,2,3,3,7,3,87,3,5,6,1,4,4,1,2,4,2,8,50,4.5,2375,1,0,1,0,0,1,0,2,2,1,0.9643
3,3,4,16,3,1,5,5,5,2,5,5,5,5,2,5,5,5,4,3,4,2,2,2,5,2,3,1,7,3,1,1,1,3,89,1,5,6,1,4,4,1,2,4,3,8,50,4.833333333333333,2.75,1,0,0,1,0,1,0,3,2,1,0.9643
4,2,1,4,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,1,1,14,30,4,5,3,3,8,7,1,3,5,4,5,2,2,4,1,4,2,2,50,5,1.25,1,0,0,0,0,1,0, ,2,1,0.9643
4,2,1,4,3,1,5,5,5,5,5,5,5,5,1,4,5,5,4,1,3,1,1,1,2,2,14,14,4,5,1,1,1,7,1,3,6,2,1,5,3,1,2,4,4,2,50,4.666666666666667,1.5,1,0,0,0,0,1,0, ,2,1,0.9643
4,2,1,2,3,1,5,5,5,5,5,5,5,5,1,4,5,5,4,1,3,1,1,1,1,1,4,34,1,1,1,1,1,7,1,3,5,2,1,4,2,3,2,4,2,16,50,4.666666666666667,1.25,1,0,0,0,0,1,0, ,2,1,0.9643
5,3,3,22,3,1,5,5,5,5,5,5,1,5,1,5,5,5,5,1,4,1,3,3,3,3,51,29,1,1,3,3,3,3,75,3,5,4,6,2,3,1,1,4,5,16,50,4.333333333333333,2375,1,1,0,0,0,1,0,1,2,1,0.9643
5,3,2,22,3,1,5,5,5,5,5,5,1,5,1,5,5,5,5,1,2,2,3,3,1,3,3,20,1,1,1,1,1,3,1,2,6,5,1,4,2,4,2,4,4,17,50,4.333333333333333,2,1,1,0,0,0,1,0,1,2,1,0.9643
5,3,3,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,2,3,3,1,3,3,32,1,1,2,2,1,3,1,2,6,6,1,4,3,1,4,4,4,17,50,5,2.25,1,1,0,0,0,1,0,1,2,1,0.9643
5,3,2,22,3,1,5,5,5,5,5,5,2,5,2,5,5,5,5,2,2,2,2,2,3,3,3,32,1,1,3,3,7,3,48,1,6,6,1,3,3,1,4,4,4,19,50,4.5,2.25,1,1,0,0,0,1,0,1,2,1,0.9643
5,3,3,22,3,1,5,5,5,5,5,5,2,5,2,2,5,2,2,2,3,2,2,2,2,2,40,29,1,1,3,3,7,3,74,3,6,4,2,5,3,1,4,4,1,19,50,3,2125,1,1,0,0,0,1,0,1,2,1,0.9643
5,3,3,2,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,1,1,1,36,1,1,3,3,10,7,68,2,6,4,4,2,2,2,4,4,4,26,50,5,1.25,1,1,0,0,0,1,0,1,2,1,0.9643
6,2,1,4,3,1,5,5,5,5,5,5,5,5,2,4,5,5,5,1,4,1,1,1,1,1,4,34,4,5,3,3,8,7,77,2,5,2,1,5,3,1,2,4,2,2,50,4.833333333333333,1.5,1,0,0,0,0,1,0, ,2,1,0.9643
2,3,5,1,3,2,5,5,5,5,5,5,2,5,2,5,5,5,5,2,2,1,1,1,2,3,15,29,1,1,3,3,8,3,48,1,2,2,1,4,4,1,2,4,3,25,55,4.5,1.75,1,0,1,0,0,1,0,2,2,1,0.9643
3,2,1,2,2,2,5,5,4,1,5,5,5,5,3,5,5,5,5,1,3,1,1,1,1,1,4,30,1,1,3,3,8,3,21,1,2,2,1,2,4,1,4,4,5,3,55,5,1.5,1,0,0,1,0,1,0,3,2,1,0.9643
3,2,1,1,3,2,5,5,5,5,5,5,3,5,2,5,5,5,5,1,3,1,1,1,1,1,7,30,1,1,3,3,8,3,25,1,2,2,1,4,4,1,2,4,5,20,55,4.666666666666667,1375,1,0,0,1,0,1,0,3,2,1,0.9643
3,3,5,1,3,2,5,5,5,5,5,5,3,5,2,4,5,5,5,1,2,1,3,3,2,3,1,29,1,1,3,3,7,3,64,3,5,6,1,4,3,1,4,4,2,25,55,4.5,2125,1,0,0,1,0,1,0,3,2,1,0.9643
6,2,1,1,3,2,5,5,5,5,5,5,1,5,2,5,5,5,5,2,4,1,3,3,3,3,10,17,1,1,3,3,7,7,1,1,6,2,1,2,4,1,4,4,5,22,55,4.333333333333333,2625,1,0,0,0,0,1,0, ,2,1,0.9643
6,2,1,1,3,2,5,5,5,5,5,5,1,5,3,4,5,5,4,2,5,1,3,3,3,3,50,29,1,1,3,3,8,3,1,3,6,5,1,4,2,4,3,4,4,22,55,4,2875,1,0,0,0,0,1,0, ,2,1,0.9643
6,3,5,1,3,2,5,5,5,3,5,5,2,5,2,5,2,5,5,3,4,1,3,3,3,3,43,29,1,1,1,1,1,6,1,2,5,4,6,4,2,4,2,4,2,22,55,4,2.75,1,0,0,0,0,1,0, ,2,1,0.9643
2,2,1,5,1,3,5,5,5,5,5,5,1,5,1,4,5,5,4,3,3,3,3,3,3,3,50,10,4,5,2,2,1,7,1,2,5,6,1,7,1,1,5,1,2,13,40,4,2.75,1,0,1,0,0,0,1,2,0,2,1.2758
2,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,3,3,1,3,1,5,1,1,2,2,1,3,1,3,2,4,2,4,2,4,2,1,4,24,40,5,2.25,1,0,1,0,0,0,1,2,0,2,1.2758
2,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,3,3,1,3,6,29,1,1,3,3,8,3,1,2,2,5,1,3,2,4,2,1,1,24,40,5,2.25,1,0,1,0,0,0,1,2,0,2,1.2758
2,2,1,17,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,2,3,1,3,3,30,1,1,1,1,1,3,1,2,2,4,2,4,2,5,2,1,5,24,40,5,2125,1,0,1,0,0,0,1,2,0,2,1.2758
2,2,1,4,3,1,5,5,5,5,5,5,1,5,2,4,5,5,3,1,2,1,3,2,2,2,51,29,1,1,1,1,1,3,64,2,6,4,6,2,4,1,2,1,2,30,40,3.8333333333333335,1875,1,0,1,0,0,0,1,2,0,2,1.2758
2,2,1,4,3,3,5,5,5,5,5,5,1,5,1,4,5,5,5,1,4,1,3,3,3,3,3,32,1,1,1,1,1,3,28,1,4,1,1,2,4,1,1,1,4,30,40,4.166666666666667,2375,1,0,1,0,0,0,1,2,0,2,1.2758
2,2,1,6,3,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,4,2,4,4,1,4,24,12,4,5,2,2,1,3,1,2,6,3,1,3,1,1,2,1,4,30,40,4.333333333333333,2625,1,0,1,0,0,0,1,2,0,2,1.2758
2,2,1,4,2,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,4,15,4,5,1,1,1,2,88,3,4,6,1,6,3,1,2,1,3,36,40,5,1,1,0,1,0,0,0,1,2,0,2,1.2758
3,1,2,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,2,3,4,2,4,6,29,1,1,3,3,5,7,1,3,2,5,1,4,2,4,2,1,5,24,40,5,2.75,1,0,0,1,0,0,1,3,0,2,1.2758
3,2,1,9,2,1,5,5,5,5,5,5,5,5,2,5,5,5,5,2,2,2,2,2,2,2,4,35,2,3,1,1,1,3,27,2,2,3,1,5,2,5,2,1,5,36,40,5,2,1,0,0,1,0,0,1,3,0,2,1.2758
4,2,1,16,1,3,5,5,5,5,5,5,1,5,2,2,2,2,2,2,3,3,3,3,5,3,37,1,1,1,2,2,1,7,1,1,6,6,1,3,1,1,5,1,4,34,40,2.3333333333333335,3,2,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,4,3,1,5,5,5,5,5,5,2,5,1,3,4,5,4,1,3,1,1,1,1,1,14,35,4,5,3,3,8,7,1,3,3,1,1,2,1,1,4,1,2,13,40,3.8333333333333335,1.25,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,20,1,2,5,5,5,5,5,5,1,5,1,5,5,5,5,3,3,3,3,3,3,3,37,10,4,5,2,2,1,7,1,2,5,6,1,5,3,1,2,1,5,13,40,4.333333333333333,2.75,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,20,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,3,3,2,2,2,37,32,1,1,3,3,4,3,1,2,2,5,1,2,3,1,2,1,2,13,40,5,2125,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,20,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,2,3,3,3,3,32,1,1,3,3,8,3,1,2,2,4,2,4,2,5,4,1,5,24,40,5,2375,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,20,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,2,2,3,1,3,40,32,1,1,3,3,4,3,1,3,6,5,1,3,1,1,2,1,5,24,40,5,2375,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,5,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,1,3,1,3,6,21,1,1,2,2,1,3,1,2,6,4,6,4,3,1,2,1,5,24,40,5,2,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,1,3,1,3,40,6,1,1,1,1,1,3,1,3,6,5,1,4,2,4,2,1,5,24,40,5,2,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,4,3,1,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,1,3,3,1,3,3,29,1,1,3,3,8,3,1,1,2,4,4,4,2,4,2,1,5,24,40,4.333333333333333,2.25,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,17,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,3,3,2,3,3,29,1,1,1,1,1,3,1,3,2,4,4,4,2,4,2,1,5,24,40,5,2375,1,0,0,0,0,0,1, ,0,2,1.2758
4,3,5,4,3,1,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,1,2,3,1,3,3,29,1,1,1,1,1,3,1,2,2,5,1,4,2,4,2,1,5,24,40,5,2375,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,17,1,3,5,5,5,5,5,5,1,5,1,3,4,4,4,3,4,3,3,3,5,3,3,3,4,5,2,2,1,7,1,1,3,2,1,4,4,1,2,1,5,34,40,3.5,3125,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,17,1,3,5,5,5,5,5,5,1,5,2,4,4,4,4,3,3,3,3,3,5,3,37,1,1,1,2,2,1,7,1,2,2,5,1,3,3,1,4,1,4,34,40,3.6666666666666665,3125,1,0,0,0,0,0,1, ,0,2,1.2758
4,2,1,16,1,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,3,3,1,1,1,2,2,1,7,1,2,2,5,1,3,3,1,2,1,4,34,40,3.6666666666666665,3.25,1,0,0,0,0,0,1, ,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,2,4,1,1,1,1,1,37,32,1,1,3,3,4,7,1,3,2,3,1,2,2,2,2,1,4,11,40,5,1.5,1,1,0,0,0,0,1,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,1,3,1,3,6,34,1,1,3,3,12,7,1,2,6,5,1,2,2,5,2,1,5,11,40,5,2,1,1,0,0,0,0,1,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,1,3,1,3,2,29,1,1,3,3,10,4,1,3,2,5,1,3,2,5,2,1,4,11,40,5,2,1,1,0,0,0,0,1,1,0,2,1.2758
5,3,5,22,1,1,5,5,5,5,5,5,5,5,1,3,4,4,4,1,3,1,1,1,1,1,15,34,1,1,3,3,2,3,1,2,2,4,5,2,2,2,2,1,4,11,40,4.166666666666667,1.25,1,1,0,0,0,0,1,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,2,4,5,5,5,1,1,1,1,1,1,1,37,32,1,1,3,3,4,7,1,1,6,6,1,2,4,1,2,1,5,13,40,4.833333333333333,1125,1,1,0,0,0,0,1,1,0,2,1.2758
5,3,4,2,1,2,5,5,5,5,5,5,5,5,2,5,5,5,5,1,3,1,1,1,1,1,37,32,1,1,3,3,4,7,1,1,3,2,1,5,4,1,2,1,2,13,40,5,1375,1,1,0,0,0,0,1,1,0,2,1.2758
5,3,5,20,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,1,1,37,29,1,1,1,1,1,6,1,2,5,4,5,5,1,1,2,1,4,13,40,5,1.25,1,1,0,0,0,0,1,1,0,2,1.2758
5,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,3,3,1,3,3,32,1,1,1,1,1,3,1,3,2,3,1,4,2,5,2,1,5,24,40,5,2.25,1,1,0,0,0,0,1,1,0,2,1.2758
6,2,1,4,1,3,5,5,5,5,5,5,1,5,3,4,4,4,4,3,4,3,3,3,5,3,3,11,1,1,2,2,1,7,1,2,2,4,2,4,2,5,2,1,1,34,40,3.6666666666666665,3375,1,0,0,0,0,0,1, ,0,2,1.2758
2,2,1,16,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,1,5,1,5,3,29,1,1,1,1,1,3,1,2,2,4,5,3,2,5,2,2,1,24,40,5,2.5,1,0,1,0,1,0,0,2,0,2,1.2758
2,2,1,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,2,3,2,4,6,29,1,1,3,3,12,3,1,3,2,3,1,4,2,5,2,2,5,24,40,5,3375,1,0,1,0,1,0,0,2,0,2,1.2758
2,2,1,4,3,3,5,5,5,5,5,5,1,5,1,4,5,2,5,1,3,3,3,3,1,3,3,32,1,1,1,1,1,3,64,2,5,6,1,2,3,1,3,2,1,30,40,3.6666666666666665,2.25,1,0,1,0,1,0,0,2,0,2,1.2758
