filiacao,familiares,familiares_quais,motivacao,tempo_existencia,peso_escolha,qualidade_programa,qualidade_lideres_nacionais,qualidade_lideres_regionais,bancadas_congresso,bancadas_estaduais_municipais,agenda_partido,agricultura_pecuária,educação,esportes_lazer,infraestrutura_urbana,saude,trabalho_emprego,transportes_publicos,artes_cultura,ciencia_tecnologia_inovacao,combate_homofobia,combate_racismo,igualdade_genero,meio_ambiente,representacao_mulheres_política,atividades_partido,atividades_formacao_politica,atuacao_campanhas_eleitorais,atuacao_campanhas_filiacao,cargos_administracao,concorrer_eleicao,cargos_pretende_concorrer,experiencia_importante,experiencia_comentario,idade,renda_familiar_mensal,escolaridade,area_formacao,religiao,situacao_ocupacional,setor_ocupacao,cor_raca,local_residencia,regiao_residencia,partido,espectro,materialista,pos_materialista,agenda,filiacao_familiar,filiacao_estudantil,filiacao_social,interior,metropolitana,capital,influencia_filiacao,espectro_binario,sexo,ponderacao
2,2,1,6,3,3,5,5,5,5,5,5,1,5,1,4,5,5,5,1,3,2,4,4,1,4,3,32,4,5,2,2,1,3,1,3,5,6,1,2,3,1,2,2,4,30,40,4.166666666666667,2.5,1,0,1,0,1,0,0,2,0,2,1.2758
4,2,1,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,32,1,1,3,3,8,3,1,1,2,2,1,4,4,1,2,2,1,24,40,5,5, ,0,0,0,1,0,0, ,0,2,1.2758
4,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,3,2,2,2,2,14,34,4,5,3,3,10,7,71,3,6,3,1,3,3,1,2,2,2,13,40,5,2,1,0,0,0,1,0,0, ,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,1,3,3,1,3,23,29,1,1,3,3,8,7,1,2,2,5,1,2,2,4,4,2,5,11,40,5,2125,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,1,1,3,3,29,1,1,3,3,8,3,1,2,2,5,1,2,2,4,1,2,4,11,40,5,2.25,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,2,3,1,3,3,29,1,1,3,3,2,7,1,2,2,5,1,2,2,4,2,2,4,11,40,5,1625,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,2,3,1,3,3,29,1,1,3,3,2,7,1,2,2,5,1,4,3,1,1,2,1,11,40,5,2125,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,2,2,3,2,4,2,25,3,3,3,3,2,7,1,3,2,3,1,2,2,4,4,2,4,11,40,5,2.5,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,2,2,3,1,3,3,29,1,1,3,3,2,7,1,3,2,3,1,2,2,5,1,2,4,11,40,5,2.25,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,2,22,1,1, ,5,5,5,5,5,5,5,1,5,5,5,5,1,5,2,2,3,1,3,3,29,1,2,3,3,2,7,1,3,2,3,1,2,2,4,1,2,4,11,40,5,2.25,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,3,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,1,3,1,3,3,29,1,1,3,3,3,3,1,3,2,3,1,5,2,4,1,2,1,11,40,5,2,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,3,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,1,3,3,2,3,22,26,4,6,3,3,2,7,1,3,2,6,1,2,2,4,1,2,4,11,40,5,2.25,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,5,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,2,1,1,1,1,1,4,34,1,1,3,3,2,7,1,3,3,6,1,3,4,1,1,2,5,11,40,5,1125,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,2,22,3,1,5,5,5,5,5,5,1,5,1,5,5,5,5,1,3,3,3,3,1,3,51,32,1,1,2,2,1,3,110,3,5,4,4,4,3,1,2,2,2,30,40,4.333333333333333,2.25,1,1,0,0,1,0,0,1,0,2,1.2758
5,3,3,22,3,1,5,5,5,5,5,5,1,5,2,5,5,5,5,1,4,3,3,3,1,3,51,32,1,1,1,1,1,3,42,2,5,6,1,2,1,1,3,2,3,30,40,4.333333333333333,2.5,1,1,0,0,1,0,0,1,0,2,1.2758
6,2,1,4,3,1,5,5,5,3,5,5,1,5,1,5,5,5,5,3,4,3,3,3,5,3,40,3,4,5,1,1,1,6,1,3,6,2,1,4,3,1,2,2,4,34,40,4.333333333333333,3125,1,0,0,0,1,0,0, ,0,2,1.2758
6,2,1,19,3,1,5,5,5,5,5,5,5,5,2,5,5,5,5,1,1,1,1,1,1,1,18,34,1,1,1,1,1,3,39,1,5,6,1,5,2,3,5,2,1,36,40,5,1125,1,0,0,0,1,0,0, ,0,2,1.2758
2,2,1,4,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,3,7,35,7,9,1,1,1,3,92,2,2,4,6,5,2,4,2,3,4,36,40,5,2625,1,0,1,0,0,0,0,2,0,2,1.2758
5,3,2,22,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,3,4,34,1,3,1,1,1,3,38,3,6,1,1,3,3,1,4,3,3,36,40,5,4,1,1,0,0,0,0,0,1,0,2,1.2758
6,2,1,16,3,1,5,5,3,3,5,5,1,4,2,4,4,4,4,4,4,3,3,3,5,3,43,3,1,1,3,3,11,7,1,1,2,2,1,2,4,1,3,3,3,34,40,3.5,3375,1,0,0,0,0,0,0, ,0,2,1.2758
2,2,1,6,3,1,5,5,5,5,5,5,1,5,1,5,5,5,5,2,4,3,3,3,3,3,3,32,1,1,1,1,1,3,103,1,6,6,1,2,4,1,1,4,4,30,40,4.333333333333333,2.75,1,0,1,0,0,1,0,2,0,2,1.2758
2,2,1,4,3,3,5,5,5,5,5,5,1,5,1,4,5,5,5,1,4,2,3,3,1,3,40,20,1,1,2,2,1,3,48,3,6,6,1,2,3,1,2,4,2,30,40,4.166666666666667,2.25,1,0,1,0,0,1,0,2,0,2,1.2758
2,2,1,8,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,2,3,2,7,35,1,3,1,1,1,3,20,3,1,5,1,6,1,1,3,4,1,36,40,5,2.25,1,0,1,0,0,1,0,2,0,2,1.2758
3,3,3,20,3,1,5,5,5,5,5,5,2,5,2,5,5,5,5,2,2,2,2,2,2,3,4,29,1,1,3,3,7,7,110,3,6,3,1,5,1,1,4,4,2,33,40,4.5,2125,1,0,0,1,0,1,0,3,0,2,1.2758
3,3,4,24,3,1,5,5,5,5,5,5,3,5,1,5,5,5,5,1,3,3,3,3,3,3,4,29,1,1,3,3,7,3,111,3,5,4,3,5,2,2,4,4,4,33,40,4.666666666666667,2.5,1,0,0,1,0,1,0,3,0,2,1.2758
3,2,1,9,2,1,5,5,5,5,5,5,5,5,2,5,5,5,5,1, ,1,1,1,1,1,18,26,1,1,3,3,3,3,80,3,6,2,1,2,3,1,4,4,2,36,40,5,1.1428571428571428,1,0,0,1,0,1,0,3,0,2,1.2758
4,2,1,4,3,2,5,5,5,5,5,5,5,5,1,4,5,5,3,1,1,1,1,1,1,1,1,2,4,5,2,2,1,7,1,2,6,4,5,7,2,4,4,4,4,13,40,4.5,1,1,0,0,0,0,1,0, ,0,2,1.2758
4,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,3,3,1,3,1,32,1,1,2,2,1,3,1,2,6,5,1,4,2,4,2,4,5,24,40,5,2.25,1,0,0,0,0,1,0, ,0,2,1.2758
4,3,2,9,3,1,5,5,5,5,5,5,3,5,2,4,5,5,5,1,2,2,2,2,2,2,3,2,1,1,3,3,7,3,48,3,6,4,6,5,3,1,4,4,1,33,40,4.5,1875,1,0,0,0,0,1,0, ,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,2,4,1,1,3,1,3,19,29,1,1,3,3,8,7,1,3,2,3,1,4,2,4,4,4,4,11,40,5,2,1,1,0,0,0,1,0,1,0,2,1.2758
5,3,2,22,1,1,5,5,5,5,5,5,5,5,2,5,5,5,5,1,4,1,1,2,1,3,3,29,1,1,3,3,8,3,1,3,2,3,1,2,2,5,4,4,2,11,40,5,1875,1,1,0,0,0,1,0,1,0,2,1.2758
5,3,3,22,1,1,5,5,5,5,5,5,4,5,3,4,5,3,4,1,3,1,1,1,2,2,24,14,3,3,1,1,1,3,1,2,6,2,1,3,2,5,4,4,1,11,40,4.166666666666667,1.75,1,1,0,0,0,1,0,1,0,2,1.2758
5,3,3,22,1,1,5,5,5,5,5,5,5,5,1,3,4,4,4,1,3,1,1,1,1,1,7,34,1,1,3,3,2,7,1,3,2,2,1,2,2,2,4,4,5,11,40,4.166666666666667,1.25,1,1,0,0,0,1,0,1,0,2,1.2758
5,3,4,22,1,1,5,5,5,5,5,5,5,5,1,3,4,4,4,1,3,1,1,1,1,1,4,34,5,7,3,3,2,7,1,2,5,4,4,5,2,2,2,4,2,11,40,4.166666666666667,1.25,1,1,0,0,0,1,0,1,0,2,1.2758
5,3,3,22,3,1,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,2,4,4,2,4,6,32,3,1,1,1,1,7,1,3,2,4,6,4,2,4,2,4,5,24,40,5,3125,1,1,0,0,0,1,0,1,0,2,1.2758
5,3,3,22,3,1,5,5,5,5,5,5,1,5,1,5,5,5,5,1,4,2,2,2,1,3,51,32,1,1,1,1,1,3,74,2,5,4,5,4,3,1,1,4,2,30,40,4.333333333333333,2,1,1,0,0,0,1,0,1,0,2,1.2758
4,2,1,22,1,2,5,5,5,5,5,5,5,5,2,4,5,5,4,1,3,1,1,1,1,1,3,32,1,1,2,2,1,7,6,3,2,6,1,2,3,1,2,1,4,1, ,4.666666666666667,1375,1,0,0,0,0,0,1, ,1,2,0.9096
4,2,1,4,1,3,5,5,5,5,5,5,1,5,3,3,5,4,5,3,3,5,5,5,3,5,15,10,4,5,1,1,1,3,1,2,5,2,1,6,2,5,2,1,5,5,15,3.8333333333333335,4,2,0,0,0,0,0,1, ,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,5,5,4,3,3,5,5,5,3,5,14,10,4,5,2,2,1,7,1,3,2,3,1,6,2,4,2,1,4,5,15,3.8333333333333335,3.75,1,0,0,0,0,0,1, ,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,5,4,4,3,3,5,5,5,2,4,15,10,1,1,1,1,1,3,1,1,5,6,1,6,4,1,4,1,1,5,15,3.6666666666666665,3.5,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,5,5,3,5,5,5,5,5,3,5,15,10,4,5,2,2,1,3,1,3,4,2,1,6,3,1,4,1,2,5,15,3.6666666666666665,4.25,2,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,4,2,3,5,5,5,5,5,5,3,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2,1,1,3,3,8,3,31,2,4,2,1,6,4,1,2,1,2,27,15,4.5,4875,2,0,0,0,0,0,1, ,1,2,0.9096
2,2,1,4,1,3,5,5,5,5,5,5,1,5,1,4,5,5,4,3,3,3,3,3,3,3,36,10,4,5,2,2,1,7,33,1,3,2,1,6,4,1,5,1,2,7,25,4,2.75,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,8,1,3,5,5,5,5,5,5,1,5,1,4,5,4,4,3,3,3,3,3,3,3,45,2,1,1,2,2,1,7,1,3,5,6,1,6,3,1,5,1,2,7,25,3.8333333333333335,2.75,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,4,1,3,5,5,5,5,5,5,4,5,2,4,5,5,5,3,3,3,3,3,3,3,45,10,4,5,2,2,1,7,1,2,5,6,1,3,1,1,5,1,2,7,25,4.666666666666667,2875,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,4,1,3,5,5,5,5,5,5,3,5,2,4,5,5,5,2,3,3,3,3,3,3,45,2,4,5,2,2,1,7,1,3,5,5,1,7,3,1,2,1,5,7,25,4.5,2.75,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,5,1,3,5,5,5,5,5,5,1,5,2,4,5,5,4,3,3,3,3,3,3,3,36,2,4,5,2,2,1,7,1,2,5,5,1,7,3,1,5,1,1,7,25,4,2875,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,20,3,3,5,5,5,5,5,5,2,5,2,4,5,4,4,3,4,3,3,3,4,3,37,3,4,5,2,2,1,3,1,1,3,1,1,4,4,1,5,1,1,21,25,4,3125,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,2,5,3,4,5,5,4,2,4,3,3,3,3,3,3,3,1,1,2,2,1,3,1,2,6,6,1,5,2,4,5,1,5,21,25,4.166666666666667,3,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,17,3,3,5,5,5,5,5,5,2,5,2,5,5,5,5,2,3,3,3,3,3,3,3,3,4,5,2,2,1,3,1,2,4,5,1,5,4,1,1,1,5,21,25,4.5,2.75,1,0,1,0,0,0,1,2,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,2,5,2,4,5,5,5,2,3,3,3,3,3,3,3,3,4,5,2,2,1,3,1,2,4,6,1,3,2,5,1,1,1,21,25,4.333333333333333,2.75,1,0,1,0,0,0,1,2,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,2,5,2,5,5,5,4,2,4,3,3,3,3,4,22,10,4,5,1,1,1,3,1,3,5,6,1,3,2,5,4,1,4,29,25,4.333333333333333,3,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,4,5,5,5,2,4,4,4,4,2,4,22,10,4,5,3,3,3,3,1,3,5,4,4,3,2,4,5,1,4,29,25,4.166666666666667,3.25,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,2,3,3,3,2,4,30,10,4,5,3,3,4,7,1,3,5,3,1,7,2,4,5,1,4,29,25,4.333333333333333,2375,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,2,4,4,4,1,4,28,9,4,5,3,3,2,7,1,3,5,5,1,7,2,3,4,1,4,29,25,4.333333333333333,2625,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,13,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,4,4,4,2,4,21,13,4,5,1,1,1,3,1,3,4,2,1,5,4,1,4,1,4,29,25,4.333333333333333,3125,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,4,4,4,2,4,22,10,6,8,1,1,1,3,1,3,4,5,1,5,2,3,4,1,4,29,25,4.333333333333333,3125,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,2,5,5,5,5,5,5,27,10,4,5,1,1,1,3,1,3,6,3,1,5,2,3,1,1,5,29,25,4.333333333333333,4125,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5, ,2,5,5,5,5,3,5,22,10,4,5,1,1,1,3,1,3,2,4,3,5,2,3,5,1,4,29,25,4.2,3875,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,2,5,4,4,4,2,5,25,10,6,8,3,3,2,3,1,3,2,3,1,5,2,3,4,1,4,29,25,4.333333333333333,3375,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,4,5,3,5,22,10,6,8,3,3,3,3,1,3,5,5,1,5,2,3,1,1,4,29,25,4.333333333333333,3625,1,0,0,1,0,0,1,3,1,2,0.9096
4,2,1,4,1,3,5,5,5,5,5,5,3,5,2,3,4,5,4,3,3,3,3,3,3,3,35,10,1,1,2,2,1,3,12,3,2,3,1,6,2,5,2,1,5,7,25,4,2875,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,4,1,3,5,5,3,5,5,5,1,5,3,4,5,5,4,3,3,3,3,3,3,3,3,10,1,1,2,2,1,7,1,2,3,6,1,3,1,1,5,1,4,29,25,4,3,1,0,0,0,0,0,1, ,1,2,0.9096
2,2,1,4,2,1,5,5,5,4,5,5,3,5,1,4,5,5,5,2,2,2,2,2,2,2,14,34,4,5,2,2,1,7,1,3,5,5,1,3,4,1,1,1,5,23,30,4.5,1875,1,0,1,0,0,0,1,2,1,2,0.9096
4,2,1,17,1,3,5,5,5,5,5,5,1,5,2,4,5,5,4,3,3,3,3,3,3,3,36,33,1,1,2,2,1,7,1,3,2,6,1,2,4,1,2,1,2,15,30,4,2875,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,4,3,1,5,5,5,5,5,5,2,5,2,4,5,3,4,3,4,3,3,3,3,3,3,30,4,5,3,3,10,7,1,3,4,5,1,3,4,1,4,1,2,15,30,3.8333333333333335,3,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,20,1,3,5,5,5,5,5,5,1,5,1,4,5,4,5,3,3,3,3,3,3,3,6,3,1,1,2,2,1,7,1,3,2,4,2,5,3,1,5,1,2,15,30,4,2.75,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,17,1,3,5,5,5,5,5,5,1,5,1,4,5,5,4,3,3,3,3,3,3,3,40,10,1,1,2,2,1,7,1,3,2,6,1,4,4,1,2,1,2,15,30,4,2.75,1,0,0,0,0,0,1, ,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,6,35,4,7,1,1,1,3,4,2,5,2,1,6,4,1,5,2,2,4,15,4.5,4.75,2,0,1,0,1,0,0,2,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,3,3,5,5,4,3,4,5,5,5,3,5,21,8,4,5,2,2,1,7,1,2,5,2,1,6,3,1,4,2,3,5,15,3.8333333333333335,4125,2,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,14,34,4,5,1,1,1,3,3,3,5,5,1,6,3,1,4,2,2,5,15,5,4.5,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,4,5,3,1,3,2,2,3,1,3,14,34,4,5,1,1,1,1,53,2,5,6,1,6,3,1,5,2,4,5,15,3.5,2,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,6,3,3,5,5,5,5,5,5,1,5,1,4,5,5,4,3,3,5,5,5,3,5,4,35,4,5,1,1,1,7,1,3,2,3,1,5,2,4,4,2,1,5,15,4,3.75,1,0,0,0,1,0,0, ,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,2,5,3,5,5,5,5,2,4,3,3,3,3,3,3,3,1,1,2,2,1,3,1,2,6,5,1,7,3,1,5,2,2,21,25,4.5,3,1,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,16,3,3,5,5,5,5,5,5,3,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,1,1,2,2,1,3,1,2,2,5,1,3,1,1,1,2,1,21,25,4.666666666666667,3,1,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,3,5,3,5,5,5,4,2,3,3,3,3,3,3,37,3,1,1,2,2,1,3,1,3,3,6,1,3,3,1,1,2,2,21,25,4.5,2875,1,0,1,0,1,0,0,2,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,1,4,3,3,4,2,4,22,10,4,5,1,1,1,3,1,1,4,2,1,6,4,1,5,2,5,29,25,4.333333333333333,2875,1,0,0,1,1,0,0,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,2,4,4,4,4,2,4,22,10,4,5,3,3,2,3,1,3,3,1,1,7,3,1,4,2,4,29,25,4.333333333333333,3.25,1,0,0,1,1,0,0,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,3,5,28,10,4,5,1,1,1,3,1,3,6,6,1,5,2,3,3,2,4,29,25,4.333333333333333,3.75,1,0,0,1,1,0,0,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,3,5,22,10,4,5,1,1,1,3,1,3,5,4,6,6,2,3,4,2,4,29,25,4.333333333333333,3.75,1,0,0,1,1,0,0,3,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,4,5,3,1,3,3,3,3,2,4,14,8,4,5,1,1,1,7,1,3,5,2,1,6,3,1,4,2,5,7,25,3.5,2.5,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,14,3,3,5,5,5,5,5,5,1,5,1,4,5,5,4,1,3,3,3,3,1,3,14,8,4,5,2,2,1,3,1,3,4,2,1,6,3,1,5,2,2,7,25,4,2.25,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,11,2,3,5,5,5,5,5,5,3,5,3,3,5,4,5,5,5,5,5,5,5,5,6,31,1,1,1,1,1,3,32,3,5,4,4,4,2,3,4,2,4,35,25,4.166666666666667,4.75,2,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,20,3,3,5,5,5,5,5,5,1,5,1,4,5,5,4,1,4,3,3,3,2,4,8,27,4,5,3,3,8,7,51,3,5,4,6,6,4,1,4,2,4,7,25,4,2625,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,9,3,3,5,5,5,5,5,5,3,5,3,4,5,5,4,3,4,4,4,4,3,3,4,33,1,1,3,3,8,7,1,1,6,6,1,6,3,1,5,2,2,29,25,4.333333333333333,3.5,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,4,3,3,5,5,5,5,5,5,2,5,2,4,4,5,4,3,4,3,3,3,3,3,41,30,4,5,1,1,1,7,1,3,6,2,1,6,3,1,5,2,4,29,25,4,3,1,0,0,0,1,0,0, ,1,2,0.9096
